,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,YrSold,SaleType,SaleCondition,SalePrice,MixedExterior,TotalBath,HouseAge,YrSinceRemod,Remodeled,SeasonSold,TotalSF,NewHouse
380,380,381,50,RL,50.0,5000,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,5,6,Gable,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,808,1026,TA,Y,SBrkr,1026,665,1691,3,1,Gd,6,Typ,1,Gd,Detchd,1924.0,Unf,1,308,TA,Y,0,0,1,None,2010,WD,Normal,127000,0,2.0,86,60,False,Spring,2717,0
381,381,382,20,FV,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1293,1293,Ex,Y,SBrkr,1301,0,1301,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,572,TA,Y,216,121,0,None,2006,New,Partial,187750,1,3.0,0,0,True,Summer,2594,1
382,382,383,60,RL,79.0,9245,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,939,939,Ex,Y,SBrkr,939,858,1797,3,1,Gd,8,Typ,0,None,Attchd,2006.0,RFn,2,639,TA,Y,144,53,0,None,2007,WD,Normal,213500,1,2.5,1,1,True,Spring,2736,1
383,383,384,45,RH,60.0,9000,None,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1.5Unf,6,3,Gable,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,784,784,TA,N,FuseA,784,0,784,2,1,TA,5,Typ,0,None,Detchd,1950.0,Unf,2,360,Other,N,0,0,1,None,2009,WD,Normal,76000,1,1.0,81,59,False,Fall,1568,0
384,384,385,60,RL,80.0,53107,None,IR2,Low,Corner,Mod,ClearCr,Feedr,1Fam,2Story,6,5,Gable,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,595,1580,Ex,Y,SBrkr,1079,874,1953,3,1,Gd,9,Typ,2,Fa,Attchd,1992.0,Fin,2,501,TA,Y,216,231,0,None,2007,WD,Normal,240000,1,3.5,15,15,True,Summer,3533,0
385,385,386,120,RL,43.0,3182,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,Gable,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1232,1256,Ex,Y,SBrkr,1269,0,1269,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,430,TA,Y,146,20,0,None,2010,WD,Normal,192000,1,2.0,6,5,False,Spring,2525,0
386,386,387,50,RL,58.0,8410,None,Reg,Lvl,FR2,Gtl,Edwards,Feedr,1Fam,1.5Fin,5,3,Gambrel,Wd Sdng,None,0.0,TA,Fa,PConc,TA,TA,No,Unf,Unf,658,658,TA,Y,SBrkr,658,526,1184,5,1,TA,8,Typ,0,None,None,0.0,None,0,0,Other,N,0,151,0,None,2006,WD,Other,81000,0,1.0,96,10,False,Spring,1842,0
387,387,388,80,RL,72.0,7200,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,6,6,Hip,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,410,1041,Ex,Y,SBrkr,1125,0,1125,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1,352,TA,Y,296,0,0,GdWo,2009,WD,Other,125000,1,2.0,33,33,True,Fall,2166,0
388,388,389,20,RL,93.0,9382,None,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468,1468,Ex,Y,SBrkr,1479,0,1479,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,577,TA,Y,120,25,0,None,2008,WD,Normal,191000,1,2.0,9,8,False,Summer,2947,0
389,389,390,60,RL,96.0,12474,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,10,5,Gable,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,402,1682,Ex,Y,SBrkr,1742,590,2332,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008.0,Fin,3,846,TA,Y,196,134,0,None,2008,New,Partial,426000,1,3.5,1,0,False,Summer,4014,1
390,390,391,50,RL,50.0,8405,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,8,Gable,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,BLQ,229,861,Ex,Y,SBrkr,961,406,1367,4,1,TA,7,Typ,0,None,Detchd,1978.0,Unf,1,384,TA,Y,0,130,1,MnPrv,2008,WD,Normal,119000,1,2.0,108,58,False,Spring,2228,0
391,391,392,60,RL,71.0,12209,None,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,Unf,114,804,Ex,Y,SBrkr,804,1157,1961,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2,560,TA,Y,125,192,0,None,2009,WD,Normal,215000,1,3.5,8,7,False,Summer,2765,0
392,392,393,20,RL,73.0,8339,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,Gable,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,None,0,0,TA,Y,SBrkr,882,0,882,3,1,TA,5,Typ,0,None,Attchd,1959.0,RFn,1,294,TA,Y,0,0,0,MnPrv,2007,WD,Normal,106500,1,1.0,48,48,True,Summer,882,0
393,393,394,30,RL,52.0,7446,None,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1Story,4,5,Gable,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,522,788,TA,Y,FuseA,788,0,788,2,1,TA,4,Typ,2,TA,None,0.0,None,0,0,Other,Y,0,0,0,GdWo,2006,WD,Other,100000,0,1.0,65,56,False,Spring,1576,0
394,394,395,50,RL,60.0,10134,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,6,Gable,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,735,735,Gd,Y,FuseA,735,299,1034,2,1,TA,5,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,Y,0,39,0,None,2007,WD,Normal,109000,1,1.0,67,57,False,Summer,1769,0
395,395,396,20,RL,68.0,9571,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,405,1144,TA,Y,SBrkr,1144,0,1144,3,1,TA,6,Typ,0,None,Attchd,1956.0,Unf,1,596,TA,Y,44,0,0,None,2010,WD,Normal,129000,1,2.0,54,54,True,Summer,2288,0
396,396,397,20,RL,60.0,7200,None,Reg,Low,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,Hip,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,117,894,TA,Y,SBrkr,894,0,894,2,1,TA,6,Typ,0,None,Detchd,1985.0,RFn,2,600,TA,Y,215,0,0,None,2009,WD,Normal,123000,1,1.0,37,37,True,Fall,1788,0
397,397,398,60,RL,69.0,7590,None,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,5,5,Gable,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,324,864,TA,Y,SBrkr,876,936,1812,4,1,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1,264,TA,Y,0,168,0,None,2007,WD,Normal,169500,1,2.0,45,45,True,Summer,2676,0
398,398,399,30,RM,60.0,8967,None,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,5,2,Gable,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,961,961,Gd,Y,Mix,1077,0,1077,2,1,TA,6,Maj2,0,None,Detchd,1920.0,Unf,1,338,Other,N,0,0,0,None,2007,WD,Other,67000,1,1.0,87,57,False,Fall,2038,0
399,399,400,60,FV,65.0,8125,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,Gable,CemntBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,280,1092,Ex,Y,SBrkr,1112,438,1550,2,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,438,TA,Y,0,168,0,None,2009,WD,Normal,241000,0,3.0,3,2,False,Fall,2642,0
400,400,401,120,RL,38.0,14963,None,IR2,Lvl,Inside,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,Gable,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,474,1260,Ex,Y,SBrkr,1288,0,1288,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2,500,TA,Y,120,30,0,None,2008,WD,Normal,245500,1,2.5,12,12,True,Winter,2548,0
401,401,402,20,RL,65.0,8767,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1286,1310,Ex,Y,SBrkr,1310,0,1310,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,400,TA,Y,0,0,0,None,2006,New,Partial,164990,1,2.0,1,1,True,Summer,2620,1
402,402,403,30,RL,60.0,10200,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,8,Gable,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,672,672,Ex,Y,SBrkr,672,0,672,2,1,TA,4,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,N,168,0,0,GdPrv,2008,WD,Normal,108000,1,1.0,68,11,False,Summer,1344,0
403,403,404,60,RL,93.0,12090,None,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,Hip,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141,1141,Gd,Y,SBrkr,1165,1098,2263,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2,420,TA,Y,144,123,0,None,2006,WD,Other,258000,1,2.5,8,8,True,Summer,3404,0
404,404,405,60,RL,65.0,10364,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,806,806,Gd,Y,SBrkr,806,766,1572,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,373,TA,Y,0,40,0,None,2007,WD,Normal,168000,1,2.5,12,11,False,Spring,2378,0
405,405,406,20,RL,71.0,9991,None,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,4,4,Gable,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,165,1281,Ex,Y,SBrkr,1620,0,1620,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2,490,TA,Y,120,78,0,GdWo,2009,WD,Normal,150000,1,3.0,33,16,False,Summer,2901,0
406,406,407,50,RL,51.0,10480,None,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,Gable,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1064,1064,Ex,Y,FuseA,1166,0,1639,3,1,TA,6,Maj2,0,None,Detchd,1936.0,Unf,1,240,TA,Y,0,0,0,None,2008,WD,Normal,115000,1,1.0,72,58,False,Spring,2230,0
407,407,408,70,RL,63.0,15576,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,Gable,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,840,840,Ex,Y,SBrkr,840,840,1680,4,1,TA,8,Typ,0,None,Attchd,1960.0,Unf,1,308,TA,Y,0,0,1,None,2008,WD,Normal,177000,0,2.0,93,32,False,Spring,2520,0
408,408,409,60,RL,109.0,14154,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,7,5,Gable,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,1063,1063,Ex,Y,SBrkr,1071,1101,2172,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3,947,TA,Y,192,62,0,None,2007,New,Partial,280000,1,2.5,1,1,True,Summer,3235,1
409,409,410,60,FV,85.0,10800,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,Gable,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,245,1034,Ex,Y,SBrkr,1050,1028,2078,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3,836,TA,Y,0,102,0,None,2008,New,Partial,339750,1,3.5,1,0,False,Spring,3112,1
410,410,411,20,RL,68.0,9571,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,3,Gable,BrkComm,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,1276,1276,TA,Y,FuseA,1276,0,1276,3,1,TA,5,Mod,0,None,Attchd,1958.0,Unf,1,350,TA,Y,0,0,0,None,2009,COD,Other,60000,0,1.0,51,51,True,Summer,2552,0
411,411,412,190,RL,100.0,34650,None,Reg,Bnk,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,5,5,Hip,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,0,1056,TA,N,SBrkr,1056,0,1056,3,1,TA,5,Typ,0,None,Attchd,1955.0,Fin,2,572,TA,Y,264,0,0,None,2006,WD,Normal,145000,1,2.0,51,51,True,Winter,2112,0
412,412,413,20,FV,73.5,4403,None,IR2,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,Gable,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,892,1470,Ex,Y,SBrkr,1478,0,1478,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,484,TA,Y,0,144,0,None,2010,New,Partial,222000,1,3.5,1,1,True,Summer,2948,1
413,413,414,30,RM,56.0,8960,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,6,Gable,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1008,1008,Gd,Y,FuseA,1028,0,1028,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,360,TA,Y,0,0,1,None,2010,WD,Normal,115000,0,1.0,83,60,False,Spring,2036,0
414,414,415,60,RL,59.0,11228,None,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,499,1080,Ex,Y,SBrkr,1080,1017,2097,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3,678,TA,Y,196,187,0,None,2008,WD,Normal,228000,1,3.0,15,15,True,Winter,3177,0
415,415,416,20,RL,73.0,8899,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1316,1340,Ex,Y,SBrkr,1340,0,1340,3,1,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2,396,TA,Y,100,30,0,None,2007,New,Partial,181134,1,2.0,0,0,True,Summer,2680,1
416,416,417,60,RL,74.0,7844,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,6,7,Hip,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,463,672,TA,Y,SBrkr,672,728,1400,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,Y,0,0,0,None,2006,WD,Normal,149500,1,1.5,28,28,True,Spring,2072,0
417,417,418,70,RL,86.0,22420,None,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,6,6,Hip,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,242,1370,TA,N,FuseA,1370,1254,2624,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3,864,TA,N,0,0,0,None,2007,WD,Normal,239000,0,3.5,89,57,False,Fall,3994,0
418,418,419,50,RL,60.0,8160,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,6,Gable,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,444,756,Fa,N,FuseF,756,378,1134,3,1,TA,7,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,P,0,0,0,None,2007,WD,Other,126000,1,2.5,67,57,False,Spring,1890,0
419,419,420,20,RL,65.0,8450,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,Gable,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,281,1056,Ex,Y,SBrkr,1056,0,1056,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1,304,TA,Y,0,85,1,None,2010,WD,Normal,142000,1,2.0,42,42,True,Summer,2112,0
420,420,421,90,RM,78.0,7060,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,7,5,Gable,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,35,1344,Ex,Y,SBrkr,1344,0,1344,2,0,TA,8,Typ,0,None,Attchd,1997.0,Fin,4,784,TA,Y,0,0,0,None,2008,WD,Other,206300,1,4.0,11,10,False,Fall,2688,0
421,421,422,20,RL,80.0,16635,None,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,1Story,6,7,Gable,CemntBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,356,1602,Gd,Y,SBrkr,1602,0,1602,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2,529,TA,Y,240,0,0,None,2009,WD,Normal,215000,0,2.5,32,9,False,Summer,3204,0
422,422,423,20,RL,100.0,21750,None,Reg,HLS,Inside,Mod,Mitchel,Artery,1Fam,1Story,5,5,Hip,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,988,988,Ex,Y,FuseA,988,0,988,2,1,TA,4,Typ,0,None,Attchd,1954.0,RFn,2,520,TA,N,0,0,0,None,2008,WD,Normal,113000,1,1.0,54,54,True,Winter,1976,0
423,423,424,60,RL,80.0,9200,None,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,Gable,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,484,1470,Gd,Y,SBrkr,1470,1160,2630,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,696,TA,Y,0,66,0,None,2008,WD,Normal,315000,1,3.5,10,10,True,Summer,4100,0
424,424,425,20,RL,72.0,9000,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,Gable,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,580,1196,Gd,Y,FuseA,1196,0,1196,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1,297,TA,Y,0,44,0,None,2008,WD,Normal,139000,1,2.0,52,52,True,Spring,2392,0
425,425,426,60,RM,60.0,3378,Grvl,Reg,HLS,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,Gable,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,651,651,Gd,Y,SBrkr,707,682,1389,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1,240,TA,P,0,0,1,None,2009,WD,Normal,135000,1,1.5,63,17,False,Fall,2040,0
426,426,427,80,RL,66.5,12800,None,Reg,Low,Inside,Mod,SawyerW,Norm,1Fam,SLvl,7,5,Gable,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,1518,Gd,Y,SBrkr,1644,0,1644,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,569,TA,Y,80,0,0,None,2009,WD,Normal,275000,1,3.5,20,20,True,Summer,3162,0
427,427,428,20,RL,77.0,8593,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,Hip,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,619,907,Ex,Y,SBrkr,907,0,907,3,1,TA,5,Typ,0,None,Detchd,1964.0,Unf,1,352,TA,Y,0,0,0,None,2008,WD,Normal,109008,1,1.0,51,51,True,Summer,1814,0
428,428,429,20,RL,64.0,6762,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,544,1208,Ex,Y,SBrkr,1208,0,1208,2,1,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2,628,TA,Y,105,54,0,None,2007,New,Partial,195400,1,3.0,0,0,True,Fall,2416,1
429,429,430,20,RL,130.0,11457,None,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,1Story,6,5,Gable,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,387,1392,TA,Y,SBrkr,1412,0,1412,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2,576,TA,Y,0,0,1,None,2009,WD,Normal,175000,1,3.0,21,21,True,Spring,2804,0
430,430,431,160,RM,21.0,1680,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,Gable,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,96,483,TA,Y,SBrkr,483,504,987,2,1,TA,4,Typ,0,None,Detchd,1971.0,Unf,1,264,TA,Y,0,0,0,None,2008,COD,Other,85400,1,1.5,37,37,True,Summer,1470,0
431,431,432,50,RM,60.0,5586,None,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,6,7,Gable,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,901,901,Gd,Y,SBrkr,1088,110,1198,4,1,TA,7,Typ,0,None,None,0.0,None,0,0,Other,N,0,98,0,MnPrv,2008,Other,Other,79900,1,1.0,88,10,False,Fall,2099,0
432,432,433,160,RM,24.0,1920,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,Gable,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,294,765,Ex,Y,SBrkr,765,600,1365,2,1,TA,6,Min1,0,None,Detchd,1971.0,Unf,2,440,TA,Y,240,36,0,None,2007,WD,Normal,122500,1,2.5,36,36,True,Summer,2130,0
433,433,434,60,RL,100.0,10839,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,926,926,Ex,Y,SBrkr,926,678,1604,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,TA,Y,0,36,0,None,2008,WD,Normal,181000,1,2.5,11,10,False,Summer,2530,0
434,434,435,180,RM,21.0,1890,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,7,Gable,CemntBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,135,630,Gd,Y,SBrkr,630,0,630,1,1,TA,3,Typ,0,None,None,0.0,None,0,0,Other,Y,88,0,0,None,2008,WD,Normal,81000,0,2.0,36,36,True,Summer,1260,0
435,435,436,60,RL,43.0,10667,None,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,7,6,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,70,799,Ex,Y,SBrkr,827,834,1661,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,550,TA,Y,158,61,0,None,2009,Other,Normal,212000,1,3.5,13,13,True,Spring,2460,0
436,436,437,50,RM,40.0,4400,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,6,8,Gable,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,648,648,TA,Y,FuseA,734,384,1118,2,1,TA,6,Typ,0,None,Detchd,1990.0,Unf,2,440,TA,Y,0,0,0,None,2006,WD,Normal,116000,1,1.0,86,56,False,Fall,1766,0
437,437,438,45,RM,50.0,6000,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,6,7,Gable,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,Unf,884,884,Gd,Y,SBrkr,904,0,904,2,1,TA,4,Typ,0,None,Detchd,1926.0,Unf,1,180,TA,Y,0,0,1,None,2009,WD,Normal,119000,1,1.0,83,5,False,Winter,1788,0
438,438,439,30,RL,40.0,4280,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,6,Gable,WdShing,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,75,440,TA,N,SBrkr,694,0,694,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352,Other,P,0,0,1,MnPrv,2007,WD,Normal,90350,0,1.0,94,5,False,Spring,1134,0
439,439,440,50,RL,67.0,12354,Grvl,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,6,8,Gable,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,684,684,Gd,Y,SBrkr,684,512,1196,3,1,Gd,7,Typ,0,None,Detchd,2005.0,Unf,2,528,TA,Y,0,46,0,GdPrv,2009,Other,Normal,110000,1,1.0,89,9,False,Summer,1880,0
440,440,441,20,RL,105.0,15431,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,Hip,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,788,3094,Ex,Y,SBrkr,2402,0,2402,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,672,TA,Y,0,72,0,None,2009,WD,Normal,555000,1,3.0,1,1,True,Spring,5496,1
441,441,442,90,RL,92.0,12108,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,4,4,Gable,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1307,1440,TA,N,FuseF,1440,0,1440,4,0,Fa,8,Typ,0,None,None,0.0,None,0,0,Other,Y,0,0,0,None,2008,WD,Normal,118000,1,2.0,53,53,True,Fall,2880,0
